UTR Name,Direction,Left Coord,Right Coord
fumB,R,4347227,4347526
dcuB,R,4348645,4348944
dcuR,R,4349935,4350234
dcuS,R,4351563,4351862
yjdI,F,4351643,4351942
yjdJ,F,4351885,4352184
ghoS,F,4352384,4352683
ghoT,F,4352708,4353007
lysU,R,4354618,4354917
dtpC,R,4356312,4356611
cadA,R,4358518,4358817
cadB,R,4359932,4360231
cadC,R,4361835,4362134
yjdQ,R,4362254,4362553
yjdC,R,4363209,4363508
dsbD,R,4364943,4365242
cutA,R,4365257,4365556
dcuA,R,4366674,4366973
aspA,R,4368228,4368527
fxsA,F,4368464,4368763
yjeH,R,4370313,4370612
groS,F,4370488,4370787
groL,F,4370825,4371124
yjeI,F,4372609,4372908
yjeJ,R,4374135,4374434
epmB,R,4375558,4375857
efp,F,4375499,4375798
ecnA,F,4376117,4376416
ecnB,F,4376353,4376652
sugE,F,4376675,4376974
blc,R,4377623,4377922
ampC,R,4378845,4379144
frdD,R,4379267,4379566
frdC,R,4379673,4379972
frdB,R,4380418,4380717
frdA,R,4382219,4382518
epmA,F,4382443,4382742
yjeM,F,4383639,4383938
yjeN,F,4385193,4385492
yjeO,F,4385504,4385803
mscM,R,4389271,4389570
psd,R,4390261,4390560
rsgA,R,4391410,4391709
orn,F,4391404,4391703
yjeV,F,4392692,4392991
queG,R,4393968,4394267
nnr,F,4393866,4394165
tsaE,F,4395385,4395684
amiB,F,4395865,4396164
mutL,F,4397212,4397511
miaA,F,4399052,4399351
hfq,F,4400088,4400387
hflX,F,4400472,4400771
hflK,F,4401838,4402137
hflC,F,4403100,4403399
yjeT,F,4404186,4404485
purA,F,4404487,4404786
nsrR,F,4405990,4406289
rnr,F,4406454,4406753
rlmB,F,4409075,4409374
yjfI,F,4409933,4410232
yjfJ,F,4410353,4410652
yjfK,F,4411102,4411401
yjfL,F,4411779,4412078
yjfM,F,4412187,4412486
yjfC,F,4412828,4413127
aidB,F,4414075,4414374
yjfN,R,4416193,4416492
bsmA,R,4416671,4416970
yjfP,F,4416752,4417051
ulaR,R,4418354,4418653
ulaG,R,4419526,4419825
ulaA,F,4419780,4420079
ulaB,F,4421193,4421492
ulaC,F,4421508,4421807
ulaD,F,4421986,4422285
ulaE,F,4422646,4422945
ulaF,F,4423500,4423799
yjfY,R,4424692,4424991
rpsF,F,4424918,4425217
priB,F,4425320,4425619
rpsR,F,4425639,4425938
rplI,F,4425908,4426207
yjfZ,R,4427323,4427622
ytfA,F,4427494,4427793
ytfB,R,4428618,4428917
fklB,F,4428735,4429034
cycA,F,4429664,4429963
ytfE,R,4431884,4432183
ytfF,R,4432957,4433256
qorB,R,4433925,4434224
ytfH,F,4433913,4434212
cpdB,R,4436466,4436765
cysQ,F,4436555,4436854
ytfI,F,4437507,4437806
ytfJ,R,4439163,4439462
ytfK,F,4439387,4439686
ytfL,R,4441116,4441415
msrA,R,4442077,4442376
tamA,F,4442182,4442481
tamB,F,4443912,4444211
ytfP,F,4447694,4447993
chpS,F,4448247,4448546
chpB,F,4448492,4448791
ppa,R,4449553,4449852
ytfQ,F,4449762,4450061
ytfR,F,4450858,4451157
ytfT,F,4452371,4452670
yjfF,F,4453383,4453682
fbp,R,4455510,4455809
mpl,F,4455585,4455884
yjgA,R,4457766,4458065
pmbA,F,4457759,4458058
cybC,F,4459290,4459589
nrdG,R,4460265,4460564
nrdD,R,4462561,4462860
treC,R,4464610,4464909
treB,R,4466081,4466380
treR,R,4467147,4467446
mgtL,F,4467231,4467530
mgtA,F,4467425,4467724
ridA,R,4470814,4471113
pyrI,R,4471348,4471647
pyrB,R,4472296,4472595
pyrL,R,4472434,4472733
yjgH,R,4473110,4473409
bdcA,R,4473954,4474253
bdcR,F,4473924,4474223
tabA,F,4474662,4474961
yjgL,F,4475237,4475536
argI,R,4478212,4478511
rraB,F,4478273,4478572
yjgM,R,4479438,4479737
yjgN,F,4479530,4479829
valS,R,4483738,4484037
holC,R,4484181,4484480
pepA,R,4485852,4486151
lptF,F,4486018,4486317
lptG,F,4487118,4487417
yjgR,R,4489964,4490263
idnR,R,4491040,4491339
idnT,R,4492426,4492725
idnO,R,4493252,4493551
idnD,R,4494307,4494606
idnK,F,4494423,4494722
ahr,R,4496110,4496409
intB,F,4496475,4496774
insC1,F,4498072,4498371
insD1,F,4498395,4498694
yjgX,R,4500692,4500991
yjgZ,F,4501060,4501359
insG,R,4503332,4503631
yjhB,F,4503858,4504157
yjhC,F,4505087,4505386
ythA,F,4506248,4506547
yjhD,R,4506757,4507056
yjhE,F,4506661,4506960
insI1,F,4507266,4507565
insM,R,4508843,4509142
yjhV,F,4509604,4509903
fecE,R,4511358,4511657
fecD,R,4512315,4512614
fecC,R,4513310,4513609
fecB,R,4514209,4514508
fecA,R,4516578,4516877
fecR,R,4517618,4517917
fecI,R,4518136,4518435
b4294,F,4518327,4518626
insB1,R,4519125,4519424
yjhU,R,4520225,4520524
yjhF,R,4521921,4522220
yjhG,R,4523995,4524294
yjhH,R,4524911,4525210
yjhI,R,4525704,4526003
sgcR,R,4526789,4527088
sgcE,R,4527438,4527737
sgcA,R,4527881,4528180
sgcQ,R,4528818,4529117
sgcC,R,4530144,4530443
sgcB,R,4530434,4530733
sgcX,R,4531552,4531851
yjhY,R,4532211,4532510
yjhP,R,4533084,4533383
yjhQ,R,4533685,4533984
yjhX,R,4533954,4534253
yjhZ,R,4534576,4534875
yjhR,F,4534591,4534890
nanS,R,4537495,4537794
nanM,R,4538666,4538965
nanC,R,4539402,4539701
fimB,F,4540757,4541056
fimE,F,4541837,4542136
fimA,F,4542915,4543214
fimI,F,4543528,4543827
fimC,F,4544104,4544403
fimD,F,4544896,4545195
fimF,F,4547542,4547841
fimG,F,4548085,4548384
fimH,F,4548608,4548907
gntP,R,4551197,4551496
uxuA,F,4551436,4551735
uxuB,F,4552701,4553000
uxuR,F,4554376,4554675
yjiC,R,4556221,4556520
iraD,F,4556793,4557092
hypT,R,4558190,4558489
iadA,R,4559427,4559726
yjiG,R,4559901,4560200
yjiH,R,4560581,4560880
kptA,F,4560730,4561029
yjiJ,R,4562576,4562875
yjiK,R,4563504,4563803
yjiL,R,4564590,4564889
yjiM,R,4565751,4566050
yjiN,R,4567147,4567446
mdtM,R,4568420,4568719
yjiP,F,4568798,4569097
yjiR,R,4571475,4571774
yjiS,F,4571551,4571850
yjiT,F,4572214,4572513
yjiV,F,4573719,4574018
mcrC,R,4577859,4578158
mcrB,R,4579238,4579537
symE,R,4579741,4580040
hsdS,R,4581363,4581662
hsdM,R,4582949,4583248
hsdR,R,4586662,4586961
mrr,F,4586749,4587048
yjiA,R,4588766,4589065
yjiX,R,4588980,4589279
yjiY,R,4591180,4591479
tsr,F,4591457,4591756
lgoT,R,4594623,4594922
lgoR,R,4595752,4596051
lgoD,F,4595790,4596089
opgB,R,4599342,4599641
yjjA,R,4600090,4600389
dnaC,R,4600876,4601175
dnaT,R,4601418,4601717
yjjB,R,4601998,4602297
yjjP,R,4602759,4603058
yjjQ,F,4603277,4603576
bglJ,F,4603960,4604259
fhuF,R,4605564,4605863
yjjZ,F,4605604,4605903
rsmC,R,4607601,4607900
holD,F,4607603,4607902
rimI,F,4607985,4608284
yjjG,F,4608446,4608745
prfC,F,4609214,4609513
osmY,F,4611196,4611495
ytjA,F,4611928,4612227
yjjU,F,4612211,4612510
yjjV,F,4613281,4613580
yjjW,R,4615444,4615743
yjjI,R,4616966,4617265
deoC,F,4617123,4617422
deoA,F,4618029,4618328
deoB,F,4619403,4619702
deoD,F,4620683,4620982
yjjJ,F,4621569,4621868
lplA,R,4624018,4624317
ytjB,R,4624690,4624989
serB,F,4624695,4624994
radA,F,4625712,4626011
nadR,F,4627115,4627414
ettA,R,4630423,4630722
slt,F,4630533,4630832
trpR,F,4632560,4632859
yjjX,R,4633646,4633945
ytjC,F,4633597,4633896
rob,R,4635211,4635510
creA,F,4635321,4635620
creB,F,4635807,4636106
creC,F,4636496,4636795
creD,F,4637978,4638277
arcA,R,4640207,4640506
yjjY,F,4640202,4640501
yjtD,F,4640742,4641041
